time (sec),t (min),Temp C
0,0,25.25
1,0.02,25.25
2,0.03,25.25
3,0.05,25.25
4,0.07,25
5,0.08,25.25
6,0.1,25.25
7,0.12,25
8,0.13,25
9,0.15,25
10,0.17,24.75
11,0.18,24.75
12,0.2,25
13,0.22,25
14,0.23,25.25
15,0.25,24.75
16,0.27,25
17,0.28,24.75
18,0.3,24.75
19,0.32,25.25
20,0.33,24.75
21,0.35,24.5
22,0.37,25.25
23,0.38,25
24,0.4,25
25,0.42,25
26,0.43,25
27,0.45,25
28,0.47,24.75
29,0.48,24.75
30,0.5,25.25
31,0.52,25.25
32,0.53,25
33,0.55,24.75
34,0.57,25
35,0.58,25
36,0.6,24.75
37,0.62,24.75
38,0.63,25
39,0.65,25
40,0.67,24.75
41,0.68,25
42,0.7,24.75
43,0.72,25
44,0.73,25.25
45,0.75,25
46,0.77,25.25
47,0.78,25
48,0.8,25
49,0.82,25
50,0.83,24.5
51,0.85,25
52,0.87,24.5
53,0.88,25
54,0.9,25
55,0.92,24.75
56,0.93,25.25
57,0.95,25
58,0.97,25
59,0.98,25
60,1,24.75
61,1.02,25.25
62,1.03,25.25
63,1.05,25.25
64,1.07,25.25
65,1.08,25
66,1.1,25
67,1.12,24.5
68,1.13,25
69,1.15,25.75
70,1.17,27
71,1.18,27.5
72,1.2,27.5
73,1.22,28.25
74,1.23,29
75,1.25,29.25
76,1.27,30.75
77,1.28,31.5
78,1.3,32
79,1.32,32.5
80,1.33,33
81,1.35,32.25
82,1.37,32.5
83,1.38,32.25
84,1.4,32.25
85,1.42,33.25
86,1.43,33.75
87,1.45,34
88,1.47,35
89,1.48,35.75
90,1.5,36
91,1.52,36.5
92,1.53,37
93,1.55,37.5
94,1.57,37.25
95,1.58,37.75
96,1.6,38.5
97,1.62,39.25
98,1.63,39.75
99,1.65,40.25
100,1.67,40.5
101,1.68,40.75
102,1.7,41.75
103,1.72,42.5
104,1.73,43
105,1.75,43.5
106,1.77,44.5
107,1.78,44.75
108,1.8,46
109,1.82,46.75
110,1.83,47.5
111,1.85,48.25
112,1.87,48.25
113,1.88,49.75
114,1.9,50.5
115,1.92,50.75
116,1.93,51.5
117,1.95,51.5
118,1.97,52
119,1.98,52.5
120,2,52.5
121,2.02,53
122,2.03,53.75
123,2.05,54
124,2.07,55.25
125,2.08,56
126,2.1,56.75
127,2.12,57.5
128,2.13,58
129,2.15,58.75
130,2.17,59
131,2.18,59.75
132,2.2,60.5
133,2.22,60.75
134,2.23,61.25
135,2.25,62.25
136,2.27,63
137,2.28,63.5
138,2.3,64.5
139,2.32,64.5
140,2.33,65.25
141,2.35,65.75
142,2.37,66.5
143,2.38,67.25
144,2.4,67.75
145,2.42,68.25
146,2.43,68.75
147,2.45,69.5
148,2.47,70
149,2.48,70.5
150,2.5,70.75
151,2.52,71
152,2.53,71.5
153,2.55,72.25
154,2.57,72.75
155,2.58,73
156,2.6,73.75
157,2.62,74.25
158,2.63,74.75
159,2.65,75.25
160,2.67,76
161,2.68,77
162,2.7,77.75
163,2.72,78.25
164,2.73,79.5
165,2.75,80
166,2.77,80.5
167,2.78,81.5
168,2.8,82
169,2.82,82.5
170,2.83,82.75
171,2.85,83.5
172,2.87,84.5
173,2.88,85
174,2.9,85.75
175,2.92,85.75
176,2.93,86.25
177,2.95,87
178,2.97,87.25
179,2.98,87.5
180,3,88.5
181,3.02,88.75
182,3.03,89.75
183,3.05,90.25
184,3.07,90.75
185,3.08,91
186,3.1,91.5
187,3.12,92.25
188,3.13,92
189,3.15,92.75
190,3.17,93.5
191,3.18,94.25
192,3.2,94.75
193,3.22,95.5
194,3.23,95.75
195,3.25,96.25
196,3.27,96.5
197,3.28,97
198,3.3,97
199,3.32,97.5
200,3.33,98.25
201,3.35,98.75
202,3.37,98.5
203,3.38,99.25
204,3.4,99.25
205,3.42,100
206,3.43,99.25
207,3.45,99.75
208,3.47,100.25
209,3.48,100.75
210,3.5,100.5
211,3.52,101
212,3.53,101
213,3.55,100.5
214,3.57,101.25
215,3.58,101.5
216,3.6,101.25
217,3.62,101.25
218,3.63,101.5
219,3.65,100.75
220,3.67,101.5
221,3.68,101.5
222,3.7,101
223,3.72,101.75
224,3.73,101.75
225,3.75,101.25
226,3.77,101.25
227,3.78,101.5
228,3.8,101.5
229,3.82,101.75
230,3.83,102
231,3.85,101.25
232,3.87,101.75
233,3.88,101
234,3.9,102
235,3.92,101.75
236,3.93,102
237,3.95,102
238,3.97,101.75
239,3.98,101.75
240,4,101.75
241,4.02,101.5
242,4.03,101.5
243,4.05,101.5
244,4.07,101.75
245,4.08,101.75
246,4.1,101.75
247,4.12,102
248,4.13,101.75
249,4.15,102.25
250,4.17,101.75
251,4.18,101.25
252,4.2,101.75
253,4.22,101.75
254,4.23,102
255,4.25,101.75
256,4.27,102
257,4.28,101.75
258,4.3,101.75
259,4.32,101.75
260,4.33,101.5
261,4.35,101.5
262,4.37,101
263,4.38,101.75
264,4.4,101.75
265,4.42,101.25
266,4.43,101.5
267,4.45,101.5
268,4.47,101.5
269,4.48,101
270,4.5,101
271,4.52,101
272,4.53,100.75
273,4.55,101
274,4.57,100.75
275,4.58,101
276,4.6,100.5
277,4.62,100.25
278,4.63,100.5
279,4.65,100
280,4.67,100.5
281,4.68,100.5
282,4.7,100.25
283,4.72,100
284,4.73,100
285,4.75,99.5
286,4.77,99.75
287,4.78,99.5
288,4.8,99.25
289,4.82,99
290,4.83,99.5
291,4.85,98.75
292,4.87,99.25
293,4.88,99.25
294,4.9,98.75
295,4.92,98.75
296,4.93,98.75
297,4.95,98.5
298,4.97,99
299,4.98,98.75
300,5,98.25
301,5.02,98.5
302,5.03,98.25
303,5.05,97.75
304,5.07,97.75
305,5.08,97.75
306,5.1,97.75
307,5.12,97
308,5.13,97.5
309,5.15,97.25
310,5.17,96.75
311,5.18,96.5
312,5.2,97
313,5.22,97.25
314,5.23,96.75
315,5.25,96.75
316,5.27,96.25
317,5.28,96
318,5.3,96.25
319,5.32,96
320,5.33,95.5
321,5.35,96
322,5.37,95.75
323,5.38,96.25
324,5.4,95.5
325,5.42,95.5
326,5.43,95.5
327,5.45,95.5
328,5.47,95
329,5.48,95
330,5.5,94.75
331,5.52,95
332,5.53,94.75
333,5.55,95
334,5.57,95
335,5.58,94.75
336,5.6,94.75
337,5.62,94.5
338,5.63,94.25
339,5.65,93.75
340,5.67,94.25
341,5.68,94
342,5.7,94
343,5.72,93.75
344,5.73,93
345,5.75,93.5
346,5.77,93.5
347,5.78,93.25
348,5.8,93
349,5.82,93
350,5.83,93
351,5.85,92.5
352,5.87,92.75
353,5.88,92.5
354,5.9,92.5
355,5.92,92.25
356,5.93,92.5
357,5.95,92.25
358,5.97,92
359,5.98,91.75
360,6,92.25
361,6.02,92
362,6.03,91.75
363,6.05,92
364,6.07,91.75
365,6.08,91.75
366,6.1,90.75
367,6.12,91.5
368,6.13,91.5
369,6.15,91
370,6.17,91
371,6.18,91
372,6.2,90.75
373,6.22,90.75
374,6.23,90.75
375,6.25,90.75
376,6.27,90.5
377,6.28,90.5
378,6.3,90.25
379,6.32,90.25
380,6.33,89.75
381,6.35,90
382,6.37,89.75
383,6.38,89.5
384,6.4,89.5
385,6.42,89.75
386,6.43,89.5
387,6.45,89.5
388,6.47,89.25
389,6.48,89.25
390,6.5,89
391,6.52,89.25
392,6.53,89
393,6.55,88.5
394,6.57,89
395,6.58,88.5
396,6.6,88.25
397,6.62,88.5
398,6.63,88.5
399,6.65,88.25
400,6.67,88.25
401,6.68,88
402,6.7,87.75
403,6.72,87.5
404,6.73,88
405,6.75,88
406,6.77,87.75
407,6.78,87.25
408,6.8,87.5
409,6.82,87.75
410,6.83,87.5
411,6.85,87.25
412,6.87,87
413,6.88,86.75
414,6.9,86.75
415,6.92,87.25
416,6.93,86
417,6.95,86.5
418,6.97,86.75
419,6.98,86.5
420,7,85.75
421,7.02,86.5
422,7.03,86
423,7.05,86
424,7.07,86.25
425,7.08,86
426,7.1,86.25
427,7.12,85.5
428,7.13,86
429,7.15,85.75
430,7.17,85.5
431,7.18,85.75
432,7.2,85.5
433,7.22,85.25
434,7.23,85.5
435,7.25,85.25
436,7.27,84.75
437,7.28,85
438,7.3,85
439,7.32,85
440,7.33,85
441,7.35,84.75
442,7.37,84.75
443,7.38,84.25
444,7.4,84.5
445,7.42,84.75
446,7.43,84.25
447,7.45,84.5
448,7.47,84
449,7.48,84.25
450,7.5,84.25
451,7.52,84
452,7.53,84
453,7.55,84
454,7.57,83.75
455,7.58,83.75
456,7.6,84
457,7.62,83.5
458,7.63,83.5
459,7.65,83
460,7.67,83.5
461,7.68,83
462,7.7,83.25
463,7.72,82.75
464,7.73,82.75
465,7.75,83
466,7.77,82.5
467,7.78,82.75
468,7.8,82.75
469,7.82,82.25
470,7.83,82.75
471,7.85,82.25
472,7.87,82.25
473,7.88,82.5
474,7.9,81.75
475,7.92,81.5
476,7.93,81.5
477,7.95,82
478,7.97,81.5
479,7.98,81.75
480,8,81.5
481,8.02,81.25
482,8.03,81.5
483,8.05,81.75
484,8.07,81.25
485,8.08,81.25
486,8.1,81.25
487,8.12,80.75
488,8.13,81
489,8.15,81
490,8.17,81
491,8.18,81
492,8.2,81
493,8.22,80.25
494,8.23,81
495,8.25,80.5
496,8.27,79.75
497,8.28,80.25
498,8.3,80
499,8.32,80.25
500,8.33,80
501,8.35,80.25
502,8.37,80
503,8.38,79.75
504,8.4,79.5
505,8.42,80
506,8.43,79.75
507,8.45,79.25
508,8.47,79.5
509,8.48,79.5
510,8.5,79.25
511,8.52,79.5
512,8.53,79.25
513,8.55,79.25
514,8.57,79
515,8.58,78.75
516,8.6,79
517,8.62,79
518,8.63,79
519,8.65,79
520,8.67,78.5
521,8.68,78.75
522,8.7,78.25
523,8.72,78.75
524,8.73,78.5
525,8.75,78.75
526,8.77,78.5
527,8.78,78.75
528,8.8,78.25
529,8.82,77.75
530,8.83,78.5
531,8.85,78.25
532,8.87,78.5
533,8.88,77.5
534,8.9,78
535,8.92,77.75
536,8.93,77.75
537,8.95,77.25
538,8.97,77.5
539,8.98,77.5
540,9,77.5
541,9.02,77.5
542,9.03,77.5
543,9.05,77.25
544,9.07,77.25
545,9.08,77.25
546,9.1,77.25
547,9.12,77
548,9.13,77
549,9.15,77.25
550,9.17,76.75
551,9.18,76.75
552,9.2,76.75
553,9.22,76.5
554,9.23,76.5
555,9.25,76.5
556,9.27,76.5
557,9.28,76.5
558,9.3,76.5
559,9.32,75.75
560,9.33,76.25
561,9.35,76
562,9.37,76
563,9.38,76
564,9.4,75.5
565,9.42,75.75
566,9.43,75.75
567,9.45,75.75
568,9.47,75.5
569,9.48,75.75
570,9.5,75.5
571,9.52,75.25
572,9.53,75.75
573,9.55,75.25
574,9.57,75.25
575,9.58,75.25
576,9.6,75
577,9.62,75
578,9.63,75
579,9.65,75
580,9.67,75
581,9.68,75
582,9.7,74.75
583,9.72,74.75
584,9.73,74.75
585,9.75,74.75
586,9.77,75
587,9.78,74.75
588,9.8,74.5
589,9.82,74.5
590,9.83,74.25
591,9.85,74.75
592,9.87,74.5
593,9.88,74
594,9.9,74.25
595,9.92,74
596,9.93,73.5
597,9.95,74
598,9.97,74
599,9.98,73.75
600,10,73.75
601,10.02,73.75
602,10.03,73.5
603,10.05,73
604,10.07,73.5
605,10.08,73.75
606,10.1,73
607,10.12,73.5
608,10.13,73.25
609,10.15,72.75
610,10.17,73.25
611,10.18,72.75
612,10.2,73.25
613,10.22,73.25
614,10.23,73
615,10.25,73.25
616,10.27,73
617,10.28,72.5
618,10.3,72.5
619,10.32,72.75
620,10.33,72.5
621,10.35,72.5
622,10.37,72.5
623,10.38,72.25
624,10.4,72.5
625,10.42,72.5
626,10.43,72.5
627,10.45,72.25
628,10.47,72.25
629,10.48,72.25
630,10.5,72
631,10.52,71.75
632,10.53,71.5
633,10.55,71.5
634,10.57,71.75
635,10.58,71.5
636,10.6,71.75
637,10.62,71.75
638,10.63,71.75
639,10.65,71.75
640,10.67,71.5
641,10.68,71.25
642,10.7,71.75
643,10.72,71.5
644,10.73,71.5
645,10.75,71
646,10.77,71.25
647,10.78,71.5
648,10.8,70.5
649,10.82,71.5
650,10.83,71
651,10.85,71
652,10.87,70.75
653,10.88,71.25
654,10.9,71.25
655,10.92,71
656,10.93,71
657,10.95,71
658,10.97,70.5
659,10.98,71
660,11,70.75
661,11.02,70.75
662,11.03,70.75
663,11.05,70.5
664,11.07,70.5
665,11.08,70
666,11.1,70.5
667,11.12,70.5
668,11.13,70
669,11.15,70.25
670,11.17,70
671,11.18,69.75
672,11.2,70
673,11.22,70.25
674,11.23,70
675,11.25,70.25
676,11.27,69.75
677,11.28,69.5
678,11.3,69.5
679,11.32,69.5
680,11.33,69
681,11.35,69.5
682,11.37,69.75
683,11.38,69.25
684,11.4,68.75
685,11.42,69
686,11.43,69
687,11.45,69.5
688,11.47,69
689,11.48,69.5
690,11.5,68.75
691,11.52,69.25
692,11.53,68.75
693,11.55,69
694,11.57,69
695,11.58,68.75
696,11.6,67.75
697,11.62,68.25
698,11.63,68.5
699,11.65,68
700,11.67,68
701,11.68,68.5
702,11.7,68
703,11.72,68.25
704,11.73,68.25
705,11.75,68
706,11.77,68
707,11.78,67.75
708,11.8,67.75
709,11.82,68
710,11.83,68
711,11.85,68.25
712,11.87,67.75
713,11.88,67.5
714,11.9,67.75
715,11.92,68
716,11.93,67.75
717,11.95,68
718,11.97,67
719,11.98,67.5
720,12,67
721,12.02,67.5
722,12.03,67.5
723,12.05,67
724,12.07,67.25
725,12.08,67.25
726,12.1,67
727,12.12,67
728,12.13,67
729,12.15,67.25
730,12.17,67.25
731,12.18,66.25
732,12.2,66.5
733,12.22,66.75
734,12.23,66.75
735,12.25,66.75
736,12.27,67
737,12.28,66.75
738,12.3,66.75
739,12.32,66.75
740,12.33,66.75
741,12.35,67
742,12.37,66.75
743,12.38,66.5
744,12.4,66.75
745,12.42,66.25
746,12.43,66.5
747,12.45,66.25
748,12.47,66.25
749,12.48,66.5
750,12.5,66.5
751,12.52,66.25
752,12.53,66.25
753,12.55,66
754,12.57,66.25
755,12.58,66
756,12.6,66
757,12.62,66.25
758,12.63,66
759,12.65,65.75
760,12.67,66
761,12.68,65.5
762,12.7,65.25
763,12.72,65.75
764,12.73,65.5
765,12.75,65.25
766,12.77,65.75
767,12.78,65.5
768,12.8,65.75
769,12.82,65.5
770,12.83,65
771,12.85,65.25
772,12.87,64.75
773,12.88,65.25
774,12.9,65.25
775,12.92,65
776,12.93,65.25
777,12.95,65
778,12.97,65
779,12.98,65
780,13,64.75
781,13.02,64.75
782,13.03,64.5
783,13.05,64.75
784,13.07,64.75
785,13.08,64.75
786,13.1,64.5
787,13.12,64.5
788,13.13,64.25
789,13.15,64.5
790,13.17,64
791,13.18,64
792,13.2,63.75
793,13.22,64
794,13.23,64
795,13.25,64.25
796,13.27,64
797,13.28,64.25
798,13.3,64.25
799,13.32,64.25
800,13.33,64.25
801,13.35,63.75
802,13.37,64.25
803,13.38,64
804,13.4,63.75
805,13.42,63.5
806,13.43,63.5
807,13.45,63.75
808,13.47,63.5
809,13.48,64
810,13.5,63.5
811,13.52,63.5
812,13.53,63.25
813,13.55,63.25
814,13.57,63.5
815,13.58,63.25
816,13.6,63.5
817,13.62,63.25
818,13.63,63
819,13.65,62.75
820,13.67,63.25
821,13.68,63
822,13.7,63
823,13.72,63.25
824,13.73,62.75
825,13.75,62.5
826,13.77,62.75
827,13.78,63
828,13.8,62.75
829,13.82,62.5
830,13.83,62.5
831,13.85,62.75
832,13.87,63
833,13.88,62.25
834,13.9,62.5
835,13.92,62.5
836,13.93,62.25
837,13.95,62.5
838,13.97,62.5
839,13.98,62.25
840,14,62.25
841,14.02,62.5
842,14.03,62.25
843,14.05,62.25
844,14.07,61.75
845,14.08,61.75
846,14.1,62.25
847,14.12,62
848,14.13,62
849,14.15,61.5
850,14.17,62
851,14.18,62
852,14.2,61.75
853,14.22,61.75
854,14.23,61.5
855,14.25,61.5
856,14.27,61.75
857,14.28,62
858,14.3,61.75
859,14.32,61.5
860,14.33,61.5
861,14.35,61.25
862,14.37,61
863,14.38,61.5
864,14.4,61.5
865,14.42,61.25
866,14.43,61.25
867,14.45,61.25
868,14.47,61.25
869,14.48,61.25
870,14.5,61.25
871,14.52,61.25
872,14.53,61.5
873,14.55,60.75
874,14.57,61.25
875,14.58,61.25
876,14.6,61.25
877,14.62,61.25
878,14.63,60.75
879,14.65,61
880,14.67,61
881,14.68,61
882,14.7,61
883,14.72,60.5
884,14.73,61
885,14.75,61
886,14.77,60.75
887,14.78,60.75
888,14.8,60
889,14.82,60.75
890,14.83,60.5
891,14.85,60.5
892,14.87,60.5
893,14.88,60
894,14.9,60.5
895,14.92,60.5
896,14.93,60.5
897,14.95,60.25
898,14.97,60
899,14.98,60.25
900,15,60.25
901,15.02,60.25
902,15.03,59.5
903,15.05,60
904,15.07,60
905,15.08,60.25
906,15.1,60
907,15.12,59.75
908,15.13,59.75
909,15.15,60
910,15.17,59.75
911,15.18,59.75
912,15.2,59.75
913,15.22,59.75
914,15.23,59.5
915,15.25,59.75
916,15.27,59.5
917,15.28,59.75
918,15.3,59.5
919,15.32,59.75
920,15.33,59.25
921,15.35,59
922,15.37,59
923,15.38,59.5
924,15.4,59
925,15.42,59.25
926,15.43,59
927,15.45,58.75
928,15.47,59.25
929,15.48,59
930,15.5,59.25
931,15.52,59.5
932,15.53,59.25
933,15.55,58.75
934,15.57,58.75
935,15.58,59.25
936,15.6,58.5
937,15.62,58.75
938,15.63,58.5
939,15.65,59
940,15.67,58.5
941,15.68,58.75
942,15.7,58.75
943,15.72,58.5
944,15.73,58.5
945,15.75,58.75
946,15.77,58.75
947,15.78,58.75
948,15.8,58.5
949,15.82,58
950,15.83,58
951,15.85,58.5
952,15.87,58
953,15.88,58.25
954,15.9,58
955,15.92,58.25
956,15.93,58.5
957,15.95,57.5
958,15.97,58.25
959,15.98,58
960,16,58
961,16.02,58
962,16.03,58
963,16.05,58
964,16.07,58
965,16.08,57.75
966,16.1,57.75
967,16.12,58
968,16.13,57.75
969,16.15,57.75
970,16.17,57.75
971,16.18,57.75
972,16.2,57.5
973,16.22,57.5
974,16.23,57.5
975,16.25,57.75
976,16.27,58
977,16.28,57.5
978,16.3,57.25
979,16.32,56.75
980,16.33,57.5
981,16.35,56.75
982,16.37,57.75
983,16.38,57.25
984,16.4,57.25
985,16.42,57.5
986,16.43,57.25
987,16.45,57
988,16.47,57.25
989,16.48,57
990,16.5,57.25
991,16.52,57
992,16.53,56.75
993,16.55,56.5
994,16.57,57
995,16.58,57.25
996,16.6,56.75
997,16.62,57
998,16.63,56.5
999,16.65,56.75
1000,16.67,57
1001,16.68,56.75
1002,16.7,56.75
1003,16.72,56.75
1004,16.73,57
1005,16.75,56.5
1006,16.77,56.5
1007,16.78,56.75
1008,16.8,55.75
1009,16.82,56.5
1010,16.83,56.75
1011,16.85,56
1012,16.87,56.75
1013,16.88,56.25
1014,16.9,56.5
1015,16.92,56.75
1016,16.93,55.75
1017,16.95,56
1018,16.97,56.25
1019,16.98,55.5
1020,17,56.25
1021,17.02,56.5
1022,17.03,55.75
1023,17.05,56
1024,17.07,55.75
1025,17.08,56
1026,17.1,56
1027,17.12,55.75
1028,17.13,56
1029,17.15,56.25
1030,17.17,56
1031,17.18,55.75
1032,17.2,55.25
1033,17.22,55.25
1034,17.23,55.5
1035,17.25,55.5
1036,17.27,55.25
1037,17.28,55.75
1038,17.3,55
1039,17.32,55.75
1040,17.33,55.5
1041,17.35,55.5
1042,17.37,55.75
1043,17.38,55
1044,17.4,55.75
1045,17.42,55.5
1046,17.43,55.5
1047,17.45,55.5
1048,17.47,54.75
1049,17.48,55
1050,17.5,55
1051,17.52,55.25
1052,17.53,55
1053,17.55,55
1054,17.57,55
1055,17.58,55
1056,17.6,55
1057,17.62,55
1058,17.63,55
1059,17.65,55.25
1060,17.67,54.75
1061,17.68,55
1062,17.7,54.5
1063,17.72,55
1064,17.73,54.25
1065,17.75,54.5
1066,17.77,54.5
1067,17.78,54.5
1068,17.8,54.25
1069,17.82,54.75
1070,17.83,54.25
1071,17.85,54
1072,17.87,54.5
1073,17.88,54.5
1074,17.9,54.5
1075,17.92,54.75
1076,17.93,54.25
1077,17.95,54.75
1078,17.97,54.5
1079,17.98,54
1080,18,54
1081,18.02,54.25
1082,18.03,54.25
1083,18.05,54
1084,18.07,54
1085,18.08,54
1086,18.1,54.25
1087,18.12,53.5
1088,18.13,54
1089,18.15,54.25
1090,18.17,53.75
1091,18.18,54
1092,18.2,53.75
1093,18.22,53.75
1094,18.23,53.75
1095,18.25,53.5
1096,18.27,54
1097,18.28,54
1098,18.3,53.5
1099,18.32,53.5
1100,18.33,53.25
1101,18.35,53.25
1102,18.37,53.75
1103,18.38,54
1104,18.4,53
1105,18.42,53.5
1106,18.43,53.25
1107,18.45,53.75
1108,18.47,53.5
1109,18.48,53.5
1110,18.5,53.25
1111,18.52,53.75
1112,18.53,53.25
1113,18.55,53.75
1114,18.57,53.75
1115,18.58,53.5
1116,18.6,53.5
1117,18.62,53.5
1118,18.63,53
1119,18.65,53.25
1120,18.67,52.75
1121,18.68,52.5
1122,18.7,52.25
1123,18.72,53
1124,18.73,52.5
1125,18.75,52.75
1126,18.77,53.25
1127,18.78,53
1128,18.8,53
1129,18.82,53
1130,18.83,53
1131,18.85,53
1132,18.87,53
1133,18.88,52.5
1134,18.9,52.75
1135,18.92,53
1136,18.93,53.25
1137,18.95,52.75
1138,18.97,53
1139,18.98,52.5
1140,19,52.75
1141,19.02,52.75
1142,19.03,52.75
1143,19.05,53
1144,19.07,52.75
1145,19.08,52.5
1146,19.1,52.75
1147,19.12,52.5
1148,19.13,52.75
1149,19.15,52.5
1150,19.17,52
1151,19.18,52.5
1152,19.2,52.5
1153,19.22,52
1154,19.23,52.5
1155,19.25,52.5
1156,19.27,52.25
1157,19.28,52
1158,19.3,52.5
1159,19.32,52.25
1160,19.33,52.25
1161,19.35,52.25
1162,19.37,52
1163,19.38,52.25
1164,19.4,51.5
1165,19.42,52
1166,19.43,52
1167,19.45,52
1168,19.47,51.75
1169,19.48,51.75
1170,19.5,51.75
1171,19.52,52
1172,19.53,52
1173,19.55,52.25
1174,19.57,52.25
1175,19.58,51.5
1176,19.6,52
1177,19.62,52
1178,19.63,51.5
1179,19.65,52
1180,19.67,51.75
1181,19.68,51.75
1182,19.7,51.75
1183,19.72,51.5
1184,19.73,51.5
1185,19.75,51.5
1186,19.77,51.5
1187,19.78,51.5
1188,19.8,51.25
1189,19.82,51.5
1190,19.83,51.5
1191,19.85,51
1192,19.87,51
1193,19.88,51.5
1194,19.9,51.5
1195,19.92,51.25
1196,19.93,51.5
1197,19.95,51.5
1198,19.97,51.25
1199,19.98,51
1200,20,51
1201,20.02,50.75
1202,20.03,51.25
1203,20.05,51
1204,20.07,50.75
1205,20.08,51
1206,20.1,51.25
1207,20.12,51.25
1208,20.13,50.75
1209,20.15,51
1210,20.17,50.75
1211,20.18,50.75
1212,20.2,50.5
1213,20.22,51
1214,20.23,51
1215,20.25,50.25
1216,20.27,50.75
1217,20.28,50.5
1218,20.3,50.75
1219,20.32,50.5
1220,20.33,50.75
1221,20.35,50.75
1222,20.37,50.5
1223,20.38,50.5
1224,20.4,51
1225,20.42,50.5
1226,20.43,50.75
1227,20.45,50.5
1228,20.47,50.5
1229,20.48,50.75
1230,20.5,50.25
1231,20.52,50.25
1232,20.53,50
1233,20.55,50.5
1234,20.57,50.25
1235,20.58,49.75
1236,20.6,50
1237,20.62,50
