Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0
,,2.139,-0.000866153,2.139,0.0387574,2.139,0.009069,2.139,0.00860821,2.139,0.0258551,2.139,0.0261513,2.139,0.0257234,2.139,0.0261184,2.139,0.00900318,2.139,0.00913483
,,2.14,-0.000859564,2.14,0.0396131,2.14,0.00857529,2.14,0.00870695,2.14,0.025888,2.14,0.0258551,2.14,0.0256247,2.14,0.0256905,2.14,0.00910192,2.14,0.00910192
,,2.141,-0.000852975,2.141,0.0398435,2.141,0.00850947,2.141,0.00890443,2.141,0.0257893,2.141,0.0258222,2.141,0.0256905,2.141,0.0253285,2.141,0.00910192,2.141,0.00887152
,,2.142,-0.000839797,2.142,0.0398764,2.142,0.00877278,2.142,0.00897026,2.142,0.0257893,2.142,0.0253614,2.142,0.0257234,2.142,0.0257564,2.142,0.009069,2.142,0.00794993
,,2.143,-0.000833208,2.143,0.0382966,2.143,0.00903609,2.143,0.00903609,2.143,0.0256576,2.143,0.0252297,2.143,0.0256905,2.143,0.025888,2.143,0.00903609,2.143,0.00864112
,,2.144,-0.000866153,2.144,0.0391194,2.144,0.00794993,2.144,0.00841072,2.144,0.0256905,2.144,0.0261184,2.144,0.0257564,2.144,0.0262172,2.144,0.00903609,2.144,0.00933231
,,2.145,-0.000852975,2.145,0.0400081,2.145,0.00903609,2.145,0.00880569,2.145,0.0255589,2.145,0.0257234,2.145,0.0257564,2.145,0.0259868,2.145,0.00903609,2.145,0.00969437
,,2.146,-0.000872742,2.146,0.0403701,2.146,0.009069,2.146,0.00860821,2.146,0.0255589,2.146,0.0254931,2.146,0.0257893,2.146,0.0259868,2.146,0.00897026,2.146,0.00880569
,,2.147,-0.000859564,2.147,0.0396131,2.147,0.00897026,2.147,0.00883861,2.147,0.0253614,2.147,0.0248019,2.147,0.0258222,2.147,0.0242094,2.147,0.00903609,2.147,0.00818033
,,2.148,-0.000866153,2.148,0.0401068,2.148,0.00854238,2.148,0.00893735,2.148,0.0253285,2.148,0.0248019,2.148,0.0257564,2.148,0.0252297,2.148,0.00897026,2.148,0.00867404
,,2.149,-0.000839797,2.149,0.0399093,2.149,0.00893735,2.149,0.00897026,2.149,0.0254272,2.149,0.0256247,2.149,0.0257234,2.149,0.0259209,2.149,0.00893735,2.149,0.00936523
,,2.15,-0.000852975,2.15,0.0391194,2.15,0.00893735,2.15,0.00870695,2.15,0.025526,2.15,0.0254601,2.15,0.0257234,2.15,0.0259538,2.15,0.00893735,2.15,0.00913483
,,2.151,-0.000859564,2.151,0.0391852,2.151,0.00801576,2.151,0.00867404,2.151,0.0254601,2.151,0.0257234,2.151,0.0258551,2.151,0.0264805,2.151,0.00897026,2.151,0.00910192
,,2.152,-0.000872742,2.152,0.0396131,2.152,0.00841072,2.152,0.00926649,2.152,0.0256247,2.152,0.0259868,2.152,0.025888,2.152,0.0263159,2.152,0.00900318,2.152,0.00923357
,,2.153,-0.000879331,2.153,0.0399093,2.153,0.00893735,2.153,0.00916774,2.153,0.0255918,2.153,0.0249335,2.153,0.0258551,2.153,0.0252956,2.153,0.00893735,2.153,0.00844364
,,2.154,-0.000833208,2.154,0.038527,2.154,0.00890443,2.154,0.00877278,2.154,0.025526,2.154,0.0252956,2.154,0.0258222,2.154,0.0251968,2.154,0.00897026,2.154,0.00883861
,,2.155,-0.000839797,2.155,0.0398106,2.155,0.0081145,2.155,0.00847655,2.155,0.0256576,2.155,0.0256247,2.155,0.0257564,2.155,0.0255918,2.155,0.00897026,2.155,0.00860821
,,2.156,-0.000839797,2.156,0.0395802,2.156,0.00913483,2.156,0.00798284,2.156,0.0256247,2.156,0.0261184,2.156,0.0256576,2.156,0.0259209,2.156,0.00903609,2.156,0.009069
,,2.157,-0.000866153,2.157,0.0401397,2.157,0.00864112,2.157,0.00903609,2.157,0.0254931,2.157,0.0258222,2.157,0.0256247,2.157,0.0261513,2.157,0.00903609,2.157,0.00949688
,,2.158,-0.000839797,2.158,0.0393169,2.158,0.0092994,2.158,0.00873986,2.158,0.0254931,2.158,0.0259538,2.158,0.0256576,2.158,0.0265134,2.158,0.00903609,2.158,0.00956271
,,2.159,-0.000846386,2.159,0.039646,2.159,0.00890443,2.159,0.00870695,2.159,0.025526,2.159,0.0255589,2.159,0.0257893,2.159,0.0255918,2.159,0.00910192,2.159,0.00844364
,,2.16,-0.000859564,2.16,0.0398435,2.16,0.00887152,2.16,0.00903609,2.16,0.0256247,2.16,0.0251968,2.16,0.0257564,2.16,0.0253285,2.16,0.00900318,2.16,0.00890443
,,2.161,-0.000859564,2.161,0.039284,2.161,0.00910192,2.161,0.00837781,2.161,0.0256576,2.161,0.0254272,2.161,0.0257564,2.161,0.0258222,2.161,0.00900318,2.161,0.00926649
,,2.162,-0.000852975,2.162,0.0393498,2.162,0.00785119,2.162,0.00850947,2.162,0.0256576,2.162,0.0256905,2.162,0.0257234,2.162,0.0258222,2.162,0.00900318,2.162,0.00936523
,,2.163,-0.000859564,2.163,0.0395802,2.163,0.00877278,2.163,0.00890443,2.163,0.0255918,2.163,0.0257564,2.163,0.0258222,2.163,0.0261842,2.163,0.00903609,2.163,0.00903609
,,2.164,-0.000846386,2.164,0.0403701,2.164,0.00926649,2.164,0.00890443,2.164,0.0253614,2.164,0.0260526,2.164,0.0257893,2.164,0.0259209,2.164,0.00903609,2.164,0.00873986
,,2.165,-0.000839797,2.165,0.0387574,2.165,0.00887152,2.165,0.00903609,2.165,0.0254272,2.165,0.0252297,2.165,0.0257564,2.165,0.0261184,2.165,0.00897026,2.165,0.00969437
,,2.166,-0.000866153,2.166,0.0397777,2.166,0.00857529,2.166,0.00854238,2.166,0.0253943,2.166,0.0250323,2.166,0.0257893,2.166,0.0250323,2.166,0.00893735,2.166,0.00959563
,,2.167,-0.000826619,2.167,0.0399752,2.167,0.00883861,2.167,0.00837781,2.167,0.0254272,2.167,0.0250981,2.167,0.0258551,2.167,0.0256905,2.167,0.00897026,2.167,0.00841072
,,2.168,-0.000852975,2.168,0.0398764,2.168,0.00864112,2.168,0.00847655,2.168,0.0254601,2.168,0.0257893,2.168,0.0258222,2.168,0.0261513,2.168,0.00893735,2.168,0.00890443
,,2.169,-0.000866153,2.169,0.0394486,2.169,0.00778536,2.169,0.00873986,2.169,0.025526,2.169,0.025888,2.169,0.0259209,2.169,0.0264146,2.169,0.00893735,2.169,0.00916774
,,2.17,-0.000859564,2.17,0.0395144,2.17,0.00864112,2.17,0.00877278,2.17,0.0255918,2.17,0.0256905,2.17,0.025888,2.17,0.0260197,2.17,0.00893735,2.17,0.00897026
,,2.171,-0.000846386,2.171,0.0395473,2.171,0.00887152,2.171,0.00887152,2.171,0.0255589,2.171,0.0254931,2.171,0.0259538,2.171,0.0259538,2.171,0.00900318,2.171,0.0083449
,,2.172,-0.000852975,2.172,0.0403043,2.172,0.00943106,2.172,0.00824615,2.172,0.0255918,2.172,0.0248019,2.172,0.0257893,2.172,0.0252297,2.172,0.00900318,2.172,0.00916774
,,2.173,-0.000846386,2.173,0.0389548,2.173,0.0081145,2.173,0.00864112,2.173,0.0255918,2.173,0.0253285,2.173,0.0256905,2.173,0.0256905,2.173,0.00900318,2.173,0.00943106
,,2.174,-0.000859564,2.174,0.0399423,2.174,0.00883861,2.174,0.00877278,2.174,0.0254601,2.174,0.0256576,2.174,0.0256576,2.174,0.0256905,2.174,0.009069,2.174,0.00801576
,,2.175,-0.000859564,2.175,0.0398764,2.175,0.00883861,2.175,0.00857529,2.175,0.0254601,2.175,0.0258222,2.175,0.0257234,2.175,0.0259868,2.175,0.009069,2.175,0.00890443
,,2.176,-0.000859564,2.176,0.0386915,2.176,0.00867404,2.176,0.00900318,2.176,0.025526,2.176,0.0257893,2.176,0.0257893,2.176,0.0257564,2.176,0.00900318,2.176,0.00939814
,,2.177,-0.000826619,2.177,0.0390536,2.177,0.00923357,2.177,0.00890443,2.177,0.025526,2.177,0.0260855,2.177,0.0258222,2.177,0.0252956,2.177,0.00900318,2.177,0.00890443
,,2.178,-0.000852975,2.178,0.039646,2.178,0.00801576,2.178,0.00864112,2.178,0.025526,2.178,0.024736,2.178,0.0257893,2.178,0.0251639,2.178,0.00903609,2.178,0.00821324
,,2.179,-0.000846386,2.179,0.0403701,2.179,0.00850947,2.179,0.00864112,2.179,0.0254931,2.179,0.0254931,2.179,0.0258222,2.179,0.0257564,2.179,0.00900318,2.179,0.00857529
,,2.18,-0.000859564,2.18,0.0387903,2.18,0.00900318,2.18,0.00923357,2.18,0.0254272,2.18,0.025131,2.18,0.0258222,2.18,0.0262172,2.18,0.00903609,2.18,0.00903609
,,2.181,-0.000839797,2.181,0.0397448,2.181,0.00903609,2.181,0.00887152,2.181,0.0254601,2.181,0.0256247,2.181,0.025888,2.181,0.026283,2.181,0.00900318,2.181,0.00936523
,,2.182,-0.000833208,2.182,0.0399093,2.182,0.00897026,2.182,0.00880569,2.182,0.0253285,2.182,0.0253614,2.182,0.0257893,2.182,0.0251968,2.182,0.00897026,2.182,0.0083449
,,2.183,-0.000852975,2.183,0.0399093,2.183,0.00804867,2.183,0.00827907,2.183,0.0252956,2.183,0.0256905,2.183,0.0257893,2.183,0.0247689,2.183,0.00897026,2.183,0.00860821
,,2.184,-0.000846386,2.184,0.0401068,2.184,0.0078841,2.184,0.00867404,2.184,0.0254272,2.184,0.0245715,2.184,0.0257893,2.184,0.0256247,2.184,0.00897026,2.184,0.00844364
,,2.185,-0.000859564,2.185,0.0372433,2.185,0.00864112,2.185,0.00860821,2.185,0.0254272,2.185,0.0254601,2.185,0.025888,2.185,0.025526,2.185,0.00900318,2.185,0.0092994
,,2.186,-0.000826619,2.186,0.0390207,2.186,0.00926649,2.186,0.00903609,2.186,0.0254272,2.186,0.0254931,2.186,0.0258551,2.186,0.0261842,2.186,0.00897026,2.186,0.00870695
,,2.187,-0.000859564,2.187,0.0395802,2.187,0.00936523,2.187,0.00867404,2.187,0.0254272,2.187,0.025526,2.187,0.0259209,2.187,0.026645,2.187,0.00897026,2.187,0.009069
,,2.188,-0.000846386,2.188,0.0395802,2.188,0.00827907,2.188,0.00877278,2.188,0.0253614,2.188,0.0260526,2.188,0.0258551,2.188,0.0262501,2.188,0.00897026,2.188,0.00936523
,,2.189,-0.000826619,2.189,0.0399752,2.189,0.00867404,2.189,0.00900318,2.189,0.0254272,2.189,0.025888,2.189,0.0258222,2.189,0.0248019,2.189,0.00893735,2.189,0.0092994
,,2.19,-0.000852975,2.19,0.0395802,2.19,0.00880569,2.19,0.00860821,2.19,0.0254272,2.19,0.024736,2.19,0.0256576,2.19,0.0257893,2.19,0.009069,2.19,0.00860821
,,2.191,-0.000846386,2.191,0.0394156,2.191,0.00864112,2.191,0.00887152,2.191,0.0253614,2.191,0.0251968,2.191,0.0256576,2.191,0.0257564,2.191,0.00910192,2.191,0.00926649
,,2.192,-0.000839797,2.192,0.0395144,2.192,0.00910192,2.192,0.00785119,2.192,0.0253614,2.192,0.0252297,2.192,0.0258222,2.192,0.0263488,2.192,0.00903609,2.192,0.00916774
,,2.193,-0.000846386,2.193,0.0396789,2.193,0.00837781,2.193,0.00794993,2.193,0.0254601,2.193,0.0254601,2.193,0.0258551,2.193,0.0256905,2.193,0.00897026,2.193,0.00923357
,,2.194,-0.000839797,2.194,0.040041,2.194,0.00854238,2.194,0.00867404,2.194,0.0254601,2.194,0.0258551,2.194,0.0257893,2.194,0.0249006,2.194,0.009069,2.194,0.00867404
,,2.195,-0.000846386,2.195,0.0394815,2.195,0.00900318,2.195,0.00893735,2.195,0.025526,2.195,0.0257893,2.195,0.0257893,2.195,0.0254272,2.195,0.00900318,2.195,0.0092994
,,2.196,-0.000846386,2.196,0.0391852,2.196,0.00890443,2.196,0.00893735,2.196,0.0253943,2.196,0.0248348,2.196,0.0258222,2.196,0.0257564,2.196,0.00900318,2.196,0.00903609
,,2.197,-0.000846386,2.197,0.0389878,2.197,0.00903609,2.197,0.00827907,2.197,0.0254272,2.197,0.0249993,2.197,0.0257893,2.197,0.0261184,2.197,0.00903609,2.197,0.00923357
,,2.198,-0.000846386,2.198,0.0399423,2.198,0.00903609,2.198,0.00860821,2.198,0.0252956,2.198,0.0257564,2.198,0.0257893,2.198,0.0257893,2.198,0.00897026,2.198,0.00847655
,,2.199,-0.000839797,2.199,0.0397119,2.199,0.0076537,2.199,0.00873986,2.199,0.0251639,2.199,0.0253285,2.199,0.0257564,2.199,0.0250981,2.199,0.00893735,2.199,0.00923357
,,2.2,-0.000852975,2.2,0.0400081,2.2,0.00837781,2.2,0.00867404,2.2,0.0251968,2.2,0.0249993,2.2,0.0258222,2.2,0.0255589,2.2,0.00900318,2.2,0.00939814
,,2.201,-0.000839797,2.201,0.0389219,2.201,0.00867404,2.201,0.00893735,2.201,0.0253285,2.201,0.0254931,2.201,0.0258222,2.201,0.0263159,2.201,0.00890443,2.201,0.00804867
,,2.202,-0.000839797,2.202,0.0382636,2.202,0.00900318,2.202,0.00775245,2.202,0.0253614,2.202,0.0251639,2.202,0.025888,2.202,0.0263159,2.202,0.00893735,2.202,0.00873986
,,2.203,-0.000852975,2.203,0.0397777,2.203,0.00791702,2.203,0.0083449,2.203,0.0253614,2.203,0.0254272,2.203,0.025888,2.203,0.0265463,2.203,0.00897026,2.203,0.00956271
,,2.204,-0.000839797,2.204,0.0399093,2.204,0.00877278,2.204,0.00864112,2.204,0.0253285,2.204,0.0255589,2.204,0.025888,2.204,0.0252297,2.204,0.00893735,2.204,0.00923357
,,2.205,-0.000866153,2.205,0.0399752,2.205,0.00943106,2.205,0.00900318,2.205,0.0253614,2.205,0.025526,2.205,0.0258222,2.205,0.0252627,2.205,0.00900318,2.205,0.009069
,,2.206,-0.000846386,2.206,0.0403372,2.206,0.00943106,2.206,0.009069,2.206,0.0254272,2.206,0.0249006,2.206,0.0257234,2.206,0.0261513,2.206,0.00893735,2.206,0.00844364
,,2.207,-0.000879331,2.207,0.0387574,2.207,0.00844364,2.207,0.00864112,2.207,0.0253285,2.207,0.0249664,2.207,0.0256905,2.207,0.0253943,2.207,0.00903609,2.207,0.0092994
,,2.208,-0.000852975,2.208,0.0397119,2.208,0.00913483,2.208,0.00847655,2.208,0.0253285,2.208,0.0253614,2.208,0.0257564,2.208,0.0261513,2.208,0.009069,2.208,0.00943106
,,2.209,-0.000846386,2.209,0.0397448,2.209,0.00903609,2.209,0.00860821,2.209,0.0253614,2.209,0.0254931,2.209,0.0257564,2.209,0.0257893,2.209,0.00900318,2.209,0.00818033
,,2.21,-0.000859564,2.21,0.0403701,2.21,0.0083449,2.21,0.00847655,2.21,0.0253614,2.21,0.0255918,2.21,0.0258222,2.21,0.0250323,2.21,0.00903609,2.21,0.00873986
,,2.211,-0.000852975,2.211,0.0391194,2.211,0.00916774,2.211,0.00926649,2.211,0.0254272,2.211,0.0256247,2.211,0.0258222,2.211,0.0257234,2.211,0.00900318,2.211,0.00926649
,,2.212,-0.000846386,2.212,0.0390207,2.212,0.00893735,2.212,0.00824615,2.212,0.0252956,2.212,0.0248677,2.212,0.0257564,2.212,0.0260526,2.212,0.009069,2.212,0.00916774
,,2.213,-0.000833208,2.213,0.0399423,2.213,0.00949688,2.213,0.00893735,2.213,0.0253614,2.213,0.025131,2.213,0.0258551,2.213,0.0259868,2.213,0.00900318,2.213,0.00804867
,,2.214,-0.000846386,2.214,0.0402056,2.214,0.00844364,2.214,0.00857529,2.214,0.0252627,2.214,0.0254601,2.214,0.0258222,2.214,0.0260526,2.214,0.00903609,2.214,0.00893735
,,2.215,-0.000846386,2.215,0.0389548,2.215,0.00897026,2.215,0.00873986,2.215,0.0251968,2.215,0.0254272,2.215,0.0258222,2.215,0.0249335,2.215,0.00890443,2.215,0.00910192
,,2.216,-0.000846386,2.216,0.0397119,2.216,0.00903609,2.216,0.00893735,2.216,0.025131,2.216,0.0248019,2.216,0.0258222,2.216,0.0263159,2.216,0.00890443,2.216,0.00920066
,,2.217,-0.000852975,2.217,0.0402056,2.217,0.00890443,2.217,0.00854238,2.217,0.0250981,2.217,0.024736,2.217,0.0259209,2.217,0.026283,2.217,0.00897026,2.217,0.00827907
,,2.218,-0.000879331,2.218,0.0389878,2.218,0.00844364,2.218,0.00857529,2.218,0.0252627,2.218,0.0252956,2.218,0.0259538,2.218,0.0264146,2.218,0.00897026,2.218,0.00926649
,,2.219,-0.000852975,2.219,0.039284,2.219,0.00887152,2.219,0.00867404,2.219,0.0252297,2.219,0.0253614,2.219,0.0259538,2.219,0.0255589,2.219,0.00900318,2.219,0.00936523
,,2.22,-0.000846386,2.22,0.0393827,2.22,0.00910192,2.22,0.00893735,2.22,0.0251639,2.22,0.0256905,2.22,0.0259538,2.22,0.0261513,2.22,0.00890443,2.22,0.00939814
,,2.221,-0.000866153,2.221,0.0402385,2.221,0.00824615,2.221,0.00818033,2.221,0.0252627,2.221,0.0258222,2.221,0.0259538,2.221,0.0258222,2.221,0.00893735,2.221,0.00880569
,,2.222,-0.000852975,2.222,0.0383624,2.222,0.00913483,2.222,0.00893735,2.222,0.0252956,2.222,0.0245385,2.222,0.0258551,2.222,0.0261513,2.222,0.00893735,2.222,0.00903609
,,2.223,-0.000846386,2.223,0.0397119,2.223,0.00933231,2.223,0.009069,2.223,0.0253285,2.223,0.0249993,2.223,0.0256905,2.223,0.0250652,2.223,0.00900318,2.223,0.00933231
,,2.224,-0.000846386,2.224,0.0398106,2.224,0.00897026,2.224,0.00900318,2.224,0.0251639,2.224,0.0251639,2.224,0.0257234,2.224,0.0255589,2.224,0.00900318,2.224,0.0092994
,,2.225,-0.000839797,2.225,0.0400081,2.225,0.00870695,2.225,0.00831198,2.225,0.0250652,2.225,0.0253285,2.225,0.0257893,2.225,0.0262501,2.225,0.00903609,2.225,0.00821324
,,2.226,-0.000839797,2.226,0.0389878,2.226,0.00903609,2.226,0.00883861,2.226,0.0252627,2.226,0.0248348,2.226,0.0258222,2.226,0.0261842,2.226,0.00897026,2.226,0.00893735
,,2.227,-0.000846386,2.227,0.0395802,2.227,0.00903609,2.227,0.00847655,2.227,0.0252627,2.227,0.024374,2.227,0.0258222,2.227,0.0257564,2.227,0.00900318,2.227,0.00939814
,,2.228,-0.000866153,2.228,0.0402385,2.228,0.00841072,2.228,0.00939814,2.228,0.0252627,2.228,0.0252956,2.228,0.0258551,2.228,0.0259868,2.228,0.00900318,2.228,0.00962854
,,2.229,-0.000852975,2.229,0.0393498,2.229,0.00860821,2.229,0.0083449,2.229,0.0252627,2.229,0.0255589,2.229,0.025888,2.229,0.0260855,2.229,0.00900318,2.229,0.00887152
,,2.23,-0.000839797,2.23,0.0392511,2.23,0.00920066,2.23,0.00913483,2.23,0.025131,2.23,0.0254272,2.23,0.0259538,2.23,0.026678,2.23,0.00897026,2.23,0.00910192
,,2.231,-0.000846386,2.231,0.040041,2.231,0.00873986,2.231,0.00870695,2.231,0.0251639,2.231,0.0249993,2.231,0.025888,2.231,0.0257893,2.231,0.00893735,2.231,0.0092994
,,2.232,-0.000839797,2.232,0.0401727,2.232,0.00880569,2.232,0.00857529,2.232,0.0250652,2.232,0.0248019,2.232,0.0258551,2.232,0.0257893,2.232,0.00900318,2.232,0.0092994
,,2.233,-0.000866153,2.233,0.0385599,2.233,0.00890443,2.233,0.00860821,2.233,0.0250652,2.233,0.0247689,2.233,0.0258551,2.233,0.0264805,2.233,0.00890443,2.233,0.00943106
,,2.234,-0.000852975,2.234,0.0392511,2.234,0.00870695,2.234,0.00890443,2.234,0.0250652,2.234,0.0254931,2.234,0.025888,2.234,0.0256247,2.234,0.00887152,2.234,0.00844364
,,2.235,-0.000846386,2.235,0.0397777,2.235,0.00850947,2.235,0.00880569,2.235,0.0251639,2.235,0.0253285,2.235,0.0259538,2.235,0.0259868,2.235,0.00893735,2.235,0.00854238
,,2.236,-0.000852975,2.236,0.0399093,2.236,0.00867404,2.236,0.00831198,2.236,0.0251968,2.236,0.0253943,2.236,0.0259538,2.236,0.0260526,2.236,0.00890443,2.236,0.00920066
,,2.237,-0.000846386,2.237,0.0387903,2.237,0.00887152,2.237,0.009069,2.237,0.0251968,2.237,0.0248677,2.237,0.0259538,2.237,0.026283,2.237,0.00900318,2.237,0.0092994
,,2.238,-0.000872742,2.238,0.0394156,2.238,0.00916774,2.238,0.00887152,2.238,0.0251639,2.238,0.0252956,2.238,0.0259209,2.238,0.0261184,2.238,0.00890443,2.238,0.00939814
,,2.239,-0.000846386,2.239,0.0398435,2.239,0.00857529,2.239,0.00897026,2.239,0.0252627,2.239,0.0254931,2.239,0.0258222,2.239,0.0251968,2.239,0.00893735,2.239,0.00887152
,,2.24,-0.000852975,2.24,0.039646,2.24,0.00887152,2.24,0.00873986,2.24,0.0252627,2.24,0.0246373,2.24,0.0257893,2.24,0.025888,2.24,0.00900318,2.24,0.00837781
,,2.241,-0.000852975,2.241,0.0393498,2.241,0.00926649,2.241,0.00877278,2.241,0.0251639,2.241,0.025131,2.241,0.0257893,2.241,0.0261184,2.241,0.009069,2.241,0.00864112
,,2.242,-0.000859564,2.242,0.0395473,2.242,0.00873986,2.242,0.00867404,2.242,0.0251968,2.242,0.025131,2.242,0.025888,2.242,0.0256247,2.242,0.00897026,2.242,0.00880569
,,2.243,-0.000839797,2.243,0.0399752,2.243,0.00791702,2.243,0.00778536,2.243,0.0252297,2.243,0.0253285,2.243,0.025888,2.243,0.0256576,2.243,0.00903609,2.243,0.00867404
,,2.244,-0.000846386,2.244,0.0387903,2.244,0.00910192,2.244,0.00831198,2.244,0.0251968,2.244,0.0246702,2.244,0.0258551,2.244,0.0257234,2.244,0.00897026,2.244,0.00864112
,,2.245,-0.000839797,2.245,0.0396131,2.245,0.00969437,2.245,0.00873986,2.245,0.0252627,2.245,0.0250981,2.245,0.0258222,2.245,0.0264805,2.245,0.00903609,2.245,0.00949688
,,2.246,-0.000859564,2.246,0.040041,2.246,0.00854238,2.246,0.00880569,2.246,0.0251968,2.246,0.0251968,2.246,0.025888,2.246,0.0248348,2.246,0.00900318,2.246,0.00801576
,,2.247,-0.000839797,2.247,0.0398435,2.247,0.009069,2.247,0.00827907,2.247,0.0251639,2.247,0.0255589,2.247,0.0259538,2.247,0.0257893,2.247,0.00897026,2.247,0.00854238
,,2.248,-0.000846386,2.248,0.038494,2.248,0.00926649,2.248,0.00837781,2.248,0.0250652,2.248,0.024736,2.248,0.0258551,2.248,0.0257564,2.248,0.00893735,2.248,0.00890443
,,2.249,-0.000866153,2.249,0.0396131,2.249,0.00903609,2.249,0.009069,2.249,0.0250323,2.249,0.0248019,2.249,0.0257893,2.249,0.0260197,2.249,0.00890443,2.249,0.00939814
,,2.25,-0.000833208,2.25,0.0400081,2.25,0.00821324,2.25,0.00913483,2.25,0.0249335,2.25,0.0252956,2.25,0.025888,2.25,0.0253943,2.25,0.00893735,2.25,0.00923357
,,2.251,-0.000826619,2.251,0.0398106,2.251,0.00873986,2.251,0.00837781,2.251,0.0250652,2.251,0.0256247,2.251,0.0259538,2.251,0.0259868,2.251,0.00890443,2.251,0.00867404
,,2.252,-0.000852975,2.252,0.0388232,2.252,0.00850947,2.252,0.00850947,2.252,0.0250652,2.252,0.0243411,2.252,0.0259868,2.252,0.0260197,2.252,0.00890443,2.252,0.0083449
,,2.253,-0.000846386,2.253,0.0398435,2.253,0.00854238,2.253,0.00933231,2.253,0.0251639,2.253,0.0248348,2.253,0.0259868,2.253,0.0260855,2.253,0.00893735,2.253,0.009069
,,2.254,-0.000826619,2.254,0.0399752,2.254,0.00860821,2.254,0.00880569,2.254,0.0251639,2.254,0.0254601,2.254,0.0259868,2.254,0.0254931,2.254,0.00893735,2.254,0.00923357
,,2.255,-0.000846386,2.255,0.0394156,2.255,0.00877278,2.255,0.00860821,2.255,0.0250981,2.255,0.0255589,2.255,0.025888,2.255,0.0259538,2.255,0.00897026,2.255,0.00903609
,,2.256,-0.000859564,2.256,0.0385928,2.256,0.00910192,2.256,0.00850947,2.256,0.0251968,2.256,0.024374,2.256,0.0258551,2.256,0.0259209,2.256,0.00893735,2.256,0.00880569
,,2.257,-0.000859564,2.257,0.040041,2.257,0.00814741,2.257,0.00864112,2.257,0.025131,2.257,0.025526,2.257,0.0257893,2.257,0.0263159,2.257,0.00897026,2.257,0.00850947
,,2.258,-0.000852975,2.258,0.0402056,2.258,0.00900318,2.258,0.00808159,2.258,0.0250652,2.258,0.0254931,2.258,0.0258222,2.258,0.0254272,2.258,0.00903609,2.258,0.00841072
,,2.259,-0.000833208,2.259,0.0390865,2.259,0.00880569,2.259,0.00814741,2.259,0.0251639,2.259,0.0257234,2.259,0.0258222,2.259,0.0261184,2.259,0.00897026,2.259,0.00903609
,,2.26,-0.000852975,2.26,0.0393169,2.26,0.00893735,2.26,0.00893735,2.26,0.025131,2.26,0.0252627,2.26,0.025888,2.26,0.0263159,2.26,0.00900318,2.26,0.00903609
,,2.261,-0.000833208,2.261,0.0403372,2.261,0.00903609,2.261,0.00920066,2.261,0.0252297,2.261,0.0250981,2.261,0.0259538,2.261,0.0261184,2.261,0.00900318,2.261,0.009069
,,2.262,-0.000846386,2.262,0.040041,2.262,0.00873986,2.262,0.00814741,2.262,0.025131,2.262,0.0253614,2.262,0.0259538,2.262,0.0255918,2.262,0.00893735,2.262,0.00831198
,,2.263,-0.000839797,2.263,0.038494,2.263,0.00926649,2.263,0.00860821,2.263,0.025131,2.263,0.0255589,2.263,0.0259538,2.263,0.0254272,2.263,0.00900318,2.263,0.00867404
,,2.264,-0.000852975,2.264,0.0396789,2.264,0.00887152,2.264,0.00900318,2.264,0.0250981,2.264,0.024374,2.264,0.0259538,2.264,0.0263159,2.264,0.00897026,2.264,0.00844364
,,2.265,-0.000866153,2.265,0.0401727,2.265,0.00903609,2.265,0.00873986,2.265,0.025131,2.265,0.0249006,2.265,0.0258551,2.265,0.0262172,2.265,0.00893735,2.265,0.009069
,,2.266,-0.000846386,2.266,0.0398764,2.266,0.00933231,2.266,0.0083449,2.266,0.0249664,2.266,0.0255589,2.266,0.0258551,2.266,0.0245385,2.266,0.00890443,2.266,0.00910192
,,2.267,-0.000852975,2.267,0.0393827,2.267,0.00923357,2.267,0.00857529,2.267,0.0249664,2.267,0.0249664,2.267,0.025888,2.267,0.025888,2.267,0.00890443,2.267,0.00949688
,,2.268,-0.000846386,2.268,0.0393498,2.268,0.00785119,2.268,0.00877278,2.268,0.0250981,2.268,0.0246702,2.268,0.025888,2.268,0.026678,2.268,0.00890443,2.268,0.00854238
,,2.269,-0.000846386,2.269,0.039646,2.269,0.00897026,2.269,0.0083449,2.269,0.0250981,2.269,0.0250652,2.269,0.0260526,2.269,0.0262501,2.269,0.00887152,2.269,0.00860821
,,2.27,-0.000846386,2.27,0.0393498,2.27,0.00883861,2.27,0.00870695,2.27,0.025131,2.27,0.0252956,2.27,0.0260526,2.27,0.0250981,2.27,0.00890443,2.27,0.00887152
,,2.271,-0.000852975,2.271,0.0395802,2.271,0.00897026,2.271,0.009069,2.271,0.0251639,2.271,0.024736,2.271,0.0259868,2.271,0.0259538,2.271,0.00893735,2.271,0.00890443
,,2.272,-0.000852975,2.272,0.0397448,2.272,0.00831198,2.272,0.00841072,2.272,0.0251639,2.272,0.0250323,2.272,0.025888,2.272,0.025888,2.272,0.00890443,2.272,0.00949688
